MJD-2450000	SCFL	SCER
5722.5	16117.92	6.8436
5722.5	16116.20	6.8436
5722.5	16108.96	6.8435
5722.5	16108.30	6.8435
5722.5	16103.33	6.8434
5722.5	16113.22	6.8434
5722.7	16104.32	6.8433
5722.7	16104.03	6.8432
5722.7	16107.26	6.8432
5722.7	16086.96	6.8431
5722.7	16084.63	6.8431
5722.7	16088.61	6.8430
5722.7	16087.97	6.8429
5722.7	16079.35	6.8428
5722.7	16075.55	6.8427
5722.7	16082.69	6.8427
5722.7	16088.55	6.8426
5723.0	16088.34	6.8426
5723.0	16085.94	6.8425
5723.0	16067.72	6.8424
5723.0	16066.28	6.8424
5723.0	16063.67	6.8423
5723.0	16067.37	6.8423
5723.0	16069.10	6.8422
5723.0	16057.34	6.8421
5723.0	16053.47	6.8420
5723.0	16061.04	6.8420
5723.0	16051.83	6.8419
5723.3	16047.38	6.8418
5723.3	16062.59	6.8418
5723.3	16040.01	6.8417
5723.3	16049.06	6.8417
5723.3	16045.96	6.8416
5723.3	16040.04	6.8416
5723.3	16034.05	6.8416
5723.3	16036.91	6.8415
5723.3	16036.58	6.8415
5723.3	16043.37	6.8415
5723.3	16040.32	6.8414
5723.3	16040.62	6.8414
5723.5	16048.68	6.8414
5723.5	16036.02	6.8413
5723.5	16030.13	6.8413
5723.5	16035.93	6.8412
5723.5	16037.46	6.8412
5723.5	16040.82	6.8412
5723.5	16034.32	6.8411
5723.5	16024.33	6.8411
5723.5	16021.55	6.8411
5723.5	16037.98	6.8410
5723.5	16028.54	6.8410
5723.5	16022.21	6.8409
5723.5	16038.69	6.8409
5723.7	16026.56	6.8409
5723.7	16019.11	6.8408
5723.7	16005.96	6.8407
5723.7	16027.47	6.8407
5723.7	16026.64	6.8406
5723.7	16009.41	6.8405
5723.7	16013.04	6.8404
5723.7	16004.69	6.8404
5723.7	16011.08	6.8402
5723.7	16019.41	6.8401
5723.7	16001.62	6.8400
5724.0	15993.23	6.8400
5724.0	16006.38	6.8399
5724.0	15995.52	6.8398
5724.0	16001.39	6.8397
5724.0	15993.56	6.8396
5724.0	16007.74	6.8395
5724.0	15996.22	6.8394
5724.0	15986.35	6.8393
5724.0	15997.51	6.8393
5724.0	15989.48	6.8392
5724.0	16007.52	6.8391
5724.2	15985.58	6.8389
5724.2	15977.72	6.8388
5724.2	15990.78	6.8387
5724.2	15983.77	6.8386
5724.2	15978.54	6.8385
5724.2	15971.42	6.8384
5724.2	15994.52	6.8383
5724.2	15963.00	6.8382
5724.2	15970.75	6.8381
5724.2	15972.70	6.8380
5724.2	15979.21	6.8379
5724.5	15972.26	6.8378
5724.5	15976.41	6.8377
5724.5	15970.06	6.8376
5724.5	15968.40	6.8375
5724.5	15961.27	6.8373
5724.5	15980.04	6.8373
5724.5	15955.54	6.8371
5724.5	15960.59	6.8370
5724.5	15962.42	6.8369
5724.5	15939.29	6.8368
5724.5	15956.02	6.8367
5724.5	15957.87	6.8366
5724.5	15948.68	6.8365
5724.8	15952.90	6.8364
5724.8	15954.83	6.8363
5724.8	15949.41	6.8363
5724.8	15946.78	6.8363
5724.8	15939.55	6.8362
5724.8	15935.93	6.8361
5724.8	15951.07	6.8361
5724.8	15934.85	6.8361
5724.8	15937.33	6.8360
5724.8	15941.40	6.8359
5724.8	15940.96	6.8359
5725.0	15944.20	6.8358
5725.0	15944.69	6.8357
5725.0	15947.25	6.8357
5725.0	15935.76	6.8356
5725.0	15922.63	6.8356
5725.0	15932.58	6.8355
5725.0	15905.86	6.8355
5725.0	15931.80	6.8355
5725.0	15932.39	6.8354
5725.0	15953.13	6.8354
5725.0	15927.59	6.8353
5725.2	15930.75	6.8353
5725.2	15925.62	6.8352
5725.2	15917.99	6.8352
5725.2	15955.79	6.8352
5725.2	15932.49	6.8351
5725.2	15939.04	6.8351
5725.2	15934.03	6.8350
5725.2	15930.01	6.8350
5725.2	15946.51	6.8350
5725.2	15933.37	6.8349
5725.2	15931.63	6.8349
5725.2	15929.25	6.8348
5725.5	15922.33	6.8348
5725.5	15939.12	6.8347
5725.5	15934.23	6.8347
5725.5	15937.63	6.8346
5725.5	15935.50	6.8346
5725.5	15936.43	6.8346
5725.5	15924.39	6.8345
5725.5	15927.68	6.8345
5725.5	15925.29	6.8344
5725.5	15926.54	6.8343
5725.5	15909.67	6.8343
5725.8	15934.79	6.8343
5725.8	15923.70	6.8342
5725.8	15925.32	6.8341
5725.8	15929.79	6.8341
5725.8	15918.01	6.8340
5725.8	15923.27	6.8340
5725.8	15938.26	6.8340
5725.8	15922.47	6.8339
5725.8	15929.58	6.8339
5725.8	15927.89	6.8338
5726.0	15936.77	6.8338
5726.0	15944.42	6.8337
5726.0	15918.86	6.8337
5726.0	15926.33	6.8336
5726.0	15918.70	6.8336
5726.0	15935.96	6.8336
5726.0	15915.96	6.8335
5726.0	15916.88	6.8335
5726.0	15910.95	6.8334
5726.0	15904.50	6.8334
5726.0	15908.74	6.8333
5726.0	15919.89	6.8333
5726.3	15891.95	6.8333
5726.3	15911.44	6.8333
5726.3	15911.79	6.8333
5726.3	15920.92	6.8334
5726.3	15938.34	6.8334
5726.3	15919.03	6.8334
5726.3	15932.17	6.8334
5726.3	15924.43	6.8334
5726.3	15924.04	6.8335
5726.3	15943.42	6.8335
5726.3	15945.36	6.8335
5726.3	15939.72	6.8335
5726.5	15952.96	6.8336
5726.5	15941.17	6.8336
5726.5	15937.34	6.8336
5726.5	15920.36	6.8336
5726.5	15929.51	6.8336
5726.5	15943.86	6.8337
5726.5	15934.77	6.8337
5726.5	15938.88	6.8337
5726.5	15950.12	6.8337
5726.5	15944.86	6.8337
5726.5	15924.64	6.8337
5726.5	15935.74	6.8337
5726.7	15943.75	6.8337
5726.7	15941.24	6.8337
5726.7	15949.38	6.8337
5726.7	15946.63	6.8337
5726.7	15949.96	6.8337
5726.7	15948.25	6.8337
5726.7	15952.89	6.8336
5726.7	15950.89	6.8336
5726.7	15947.13	6.8336
5726.7	15942.55	6.8336
5726.7	15951.03	6.8336
5726.7	15928.31	6.8336
5727.0	15929.90	6.8335
5727.0	15937.25	6.8335
5727.0	15941.09	6.8335
5727.0	15938.71	6.8335
5727.0	15933.41	6.8335
5727.0	15927.57	6.8335
5727.0	15930.69	6.8335
5727.0	15935.49	6.8334
5727.0	15925.24	6.8334
5727.0	15926.84	6.8334
5727.0	15937.46	6.8334
5727.2	15938.90	6.8333
5727.2	15921.39	6.8333
5727.2	15932.84	6.8332
5727.2	15919.89	6.8331
5727.2	15932.79	6.8331
5727.2	15942.50	6.8331
5727.2	15934.00	6.8330
5727.2	15937.94	6.8330
5727.2	15935.12	6.8329
5727.2	15941.30	6.8329
5727.2	15952.22	6.8328
5727.2	15932.49	6.8328
5727.5	15926.07	6.8327
5727.5	15916.22	6.8326
5727.5	15925.74	6.8326
5727.5	15923.12	6.8325
5727.5	15914.88	6.8325
5727.5	15931.10	6.8324
5727.5	15917.36	6.8324
5727.5	15932.60	6.8323
5727.5	15928.04	6.8323
5727.5	15917.41	6.8322
5727.5	15902.18	6.8322
5727.5	15914.77	6.8321
5727.7	15917.59	6.8321
5727.7	15918.96	6.8320
5727.7	15906.30	6.8319
5727.7	15915.50	6.8319
5727.7	15918.24	6.8318
5727.7	15903.16	6.8316
5727.7	15921.18	6.8316
5727.7	15895.60	6.8315
5727.7	15904.88	6.8315
5727.7	15898.47	6.8314
5727.7	15886.15	6.8313
5728.0	15878.13	6.8312
5728.0	15876.25	6.8312
5728.0	15899.29	6.8311
5728.0	15889.69	6.8310
5728.0	15872.20	6.8310
5728.0	15874.12	6.8309
5728.0	15878.49	6.8309
5728.0	15885.50	6.8308
5728.0	15872.01	6.8307
5728.0	15857.05	6.8306
5728.0	15862.02	6.8305
5728.3	15868.50	6.8304
5728.3	15862.06	6.8302
5728.3	15857.57	6.8301
5728.3	15859.91	6.8300
5728.3	15874.41	6.8299
5728.3	15854.35	6.8297
5728.3	15847.60	6.8296
5728.3	15837.62	6.8295
5728.3	15850.77	6.8294
5728.3	15859.65	6.8293
5728.3	15850.43	6.8291
5728.3	15829.82	6.8290
5728.5	15830.72	6.8289
5728.5	15828.09	6.8288
5728.5	15851.01	6.8287
5728.5	15824.59	6.8285
5728.5	15839.96	6.8284
5728.5	15842.28	6.8283
5728.5	15838.17	6.8282
5728.5	15821.37	6.8280
5728.5	15809.42	6.8279
5728.5	15812.02	6.8278
5728.5	15830.71	6.8277
5728.5	15806.64	6.8276
5728.7	15808.64	6.8275
5728.7	15808.88	6.8274
5728.7	15807.77	6.8273
5728.7	15792.46	6.8272
5728.7	15800.16	6.8271
5728.7	15802.04	6.8270
5728.7	15796.56	6.8269
5728.7	15784.19	6.8268
5728.7	15783.33	6.8267
5728.7	15779.04	6.8267
5728.7	15775.63	6.8266
5728.7	15778.71	6.8265
5728.7	15777.06	6.8264
5729.0	15781.41	6.8263
5729.0	15793.94	6.8262
5729.0	15787.01	6.8261
5729.0	15793.00	6.8260
5729.0	15779.52	6.8259
5729.0	15785.00	6.8258
5729.0	15771.45	6.8257
5729.0	15772.92	6.8257
5729.0	15761.63	6.8256
5729.0	15772.03	6.8255
5729.0	15774.96	6.8255
5729.0	15777.58	6.8254
5729.2	15764.93	6.8253
5729.2	15766.19	6.8253
5729.2	15755.76	6.8252
5729.2	15771.17	6.8252
5729.2	15763.39	6.8251
5729.2	15766.26	6.8250
5729.2	15764.38	6.8250
5729.2	15751.17	6.8249
5729.2	15758.97	6.8249
5729.2	15767.93	6.8248
5729.2	15763.92	6.8248
5729.2	15759.74	6.8247
5729.5	15759.58	6.8246
5729.5	15770.49	6.8246
5729.5	15740.26	6.8245
5729.5	15758.12	6.8245
5729.5	15750.24	6.8244
5729.5	15766.41	6.8244
5729.5	15754.75	6.8243
5729.5	15754.30	6.8242
5729.5	15750.48	6.8242
5729.5	15770.32	6.8242
5729.5	15752.50	6.8242
5729.5	15757.11	6.8242
5729.8	15753.88	6.8242
5729.8	15753.77	6.8242
5729.8	15765.12	6.8243
5729.8	15742.31	6.8242
5729.8	15750.49	6.8243
5729.8	15759.46	6.8243
5729.8	15771.53	6.8243
5729.8	15747.18	6.8243
5729.8	15776.75	6.8243
5729.8	15762.63	6.8243
5729.8	15765.61	6.8243
5729.8	15767.66	6.8244
5730.0	15755.75	6.8244
5730.0	15742.62	6.8243
5730.0	15745.02	6.8244
5730.0	15741.30	6.8244
5730.0	15766.56	6.8244
5730.0	15743.42	6.8244
5730.0	15751.88	6.8244
5730.0	15751.10	6.8244
5730.0	15755.40	6.8243
5730.0	15749.71	6.8242
5730.0	15743.17	6.8241
5730.0	15734.14	6.8240
5730.2	15734.83	6.8239
5730.2	15734.44	6.8238
5730.2	15722.52	6.8237
5730.2	15760.16	6.8237
5730.2	15739.35	6.8236
5730.2	15728.34	6.8235
5730.2	15728.59	6.8234
5730.2	15730.79	6.8233
5730.2	15730.30	6.8232
5730.2	15719.30	6.8231
5730.2	15724.06	6.8229
5730.5	15724.54	6.8228
5730.5	15709.91	6.8227
5730.5	15717.85	6.8226
5730.5	15703.42	6.8225
5730.5	15710.62	6.8223
5730.5	15710.74	6.8223
5730.5	15692.33	6.8221
5730.5	15692.83	6.8220
5730.5	15710.52	6.8218
5730.5	15686.46	6.8217
5730.5	15701.76	6.8215
5730.8	15686.24	6.8213
5730.8	15692.04	6.8212
5730.8	15689.97	6.8210
5730.8	15683.08	6.8209
5730.8	15685.43	6.8207
5730.8	15669.27	6.8205
5730.8	15673.88	6.8204
5730.8	15681.10	6.8202
5730.8	15657.08	6.8201
5730.8	15665.99	6.8199
5730.8	15664.54	6.8197
5730.8	15655.38	6.8196
5731.0	15651.92	6.8193
5731.0	15652.29	6.8191
5731.0	15655.73	6.8190
5731.0	15655.23	6.8188
5731.0	15640.87	6.8186
5731.0	15644.78	6.8185
5731.0	15655.51	6.8183
5731.0	15630.72	6.8182
5731.0	15626.63	6.8180
5731.0	15637.01	6.8179
5731.0	15632.61	6.8178
5731.0	15629.67	6.8176
5731.3	15625.29	6.8175
5731.3	15607.75	6.8173
5731.3	15608.91	6.8172
5731.3	15626.02	6.8171
5731.3	15615.00	6.8169
5731.3	15603.30	6.8168
5731.3	15616.14	6.8167
5731.3	15611.17	6.8165
5731.3	15590.36	6.8164
5731.3	15612.80	6.8162
5731.3	15587.68	6.8161
5731.3	15591.95	6.8159
5731.5	15594.13	6.8158
5731.5	15590.96	6.8157
5731.5	15576.96	6.8155
5731.5	15581.86	6.8154
5731.5	15578.03	6.8153
5731.5	15582.44	6.8151
5731.5	15582.63	6.8150
5731.5	15577.78	6.8150
5731.5	15575.74	6.8150
5731.5	15580.47	6.8150
5731.5	15566.13	6.8150
5731.5	15571.69	6.8150
5731.7	15583.86	6.8150
5731.7	15573.58	6.8150
5731.7	15571.22	6.8150
5731.7	15567.29	6.8150
5731.7	15571.88	6.8150
5731.7	15560.68	6.8150
5731.7	15563.14	6.8150
5731.7	15555.22	6.8150
5731.7	15568.74	6.8150
5731.7	15556.06	6.8150
5731.7	15560.34	6.8150
5731.7	15550.85	6.8150
5732.0	15568.85	6.8150
5732.0	15550.93	6.8150
5732.0	15554.74	6.8150
5732.0	15564.31	6.8150
5732.0	15541.24	6.8150
5732.0	15540.78	6.8150
5732.0	15532.88	6.8149
5732.0	15543.90	6.8148
5732.0	15548.08	6.8148
5732.0	15542.21	6.8147
5732.0	15548.38	6.8146
5732.0	15537.14	6.8145
5732.3	15536.14	6.8145
5732.3	15540.86	6.8144
5732.3	15530.73	6.8143
5732.3	15539.59	6.8142
5732.3	15532.96	6.8141
5732.3	15520.81	6.8140
5732.3	15540.91	6.8139
5732.3	15529.13	6.8138
5732.3	15538.88	6.8137
5732.5	15541.97	6.8136
5732.5	15518.18	6.8135
5732.5	15522.64	6.8134
5732.5	15530.44	6.8133
5732.5	15533.42	6.8133
5732.5	15532.20	6.8131
5732.5	15524.20	6.8130
5732.5	15509.00	6.8129
5732.5	15519.40	6.8127
5732.5	15528.50	6.8126
5732.5	15520.67	6.8125
5732.8	15535.06	6.8124
5732.8	15511.95	6.8122
5732.8	15518.83	6.8121
5732.8	15536.62	6.8120
5732.8	15501.04	6.8118
5732.8	15507.44	6.8117
5732.8	15505.49	6.8116
5732.8	15504.72	6.8114
5732.8	15501.17	6.8113
5732.8	15504.31	6.8112
5732.8	15490.08	6.8110
5732.8	15497.03	6.8109
5733.0	15508.51	6.8108
5733.0	15497.55	6.8106
5733.0	15493.67	6.8105
5733.0	15501.56	6.8104
5733.0	15502.16	6.8102
5733.0	15486.97	6.8101
5733.0	15489.32	6.8101
5733.0	15469.28	6.8100
5733.0	15490.77	6.8100
5733.0	15479.01	6.8099
5733.0	15482.62	6.8099
5733.0	15483.00	6.8098
5733.0	15477.92	6.8098
5733.2	15464.49	6.8097
5733.2	15476.62	6.8096
5733.2	15467.65	6.8096
5733.2	15474.72	6.8095
5733.2	15471.01	6.8095
5733.2	15477.32	6.8094
5733.2	15487.91	6.8094
5733.2	15470.08	6.8093
5733.2	15469.76	6.8093
5733.2	15457.35	6.8092
5733.2	15474.45	6.8092
5733.5	15459.35	6.8092
5733.5	15467.98	6.8091
5733.5	15467.32	6.8091
5733.5	15466.66	6.8090
5733.5	15440.54	6.8088
5733.5	15467.75	6.8086
5733.5	15445.91	6.8085
5733.5	15442.93	6.8083
5733.5	15452.88	6.8080
5733.7	15457.64	6.8077
5733.7	15444.29	6.8075
5733.7	15461.75	6.8073
5733.7	15448.88	6.8072
5733.7	15433.18	6.8070
5733.7	15428.22	6.8068
5733.7	15440.56	6.8067
5733.7	15436.39	6.8063
5733.7	15432.04	6.8061
5733.7	15455.11	6.8060
5734.0	15434.28	6.8057
5734.0	15430.11	6.8055
5734.0	15422.73	6.8053
5734.0	15441.46	6.8052
5734.0	15433.44	6.8050
5734.0	15441.24	6.8050
5734.0	15445.87	6.8050
5734.0	15456.73	6.8051
5734.0	15415.59	6.8051
5734.0	15436.45	6.8051
5734.0	15420.98	6.8051
5734.0	15448.31	6.8052
5734.2	15431.97	6.8052
5734.2	15443.21	6.8052
5734.2	15439.10	6.8052
5734.2	15434.65	6.8052
5734.2	15438.57	6.8052
5734.2	15427.57	6.8052
5734.2	15433.18	6.8053
5734.2	15428.65	6.8053
5734.2	15437.98	6.8053
5734.2	15446.07	6.8053
5734.2	15431.49	6.8053
5734.2	15423.33	6.8053
5734.5	15431.28	6.8054
5734.5	15436.16	6.8054
5734.5	15438.00	6.8054
5734.5	15452.94	6.8054
5734.5	15443.08	6.8054
5734.5	15446.18	6.8055
5734.5	15433.83	6.8055
5734.5	15435.14	6.8055
5734.5	15433.74	6.8055
5734.5	15440.13	6.8055
5734.5	15457.20	6.8055
5734.5	15432.81	6.8055
5734.7	15467.88	6.8056
5734.7	15443.23	6.8056
5734.7	15431.93	6.8056
5734.7	15438.33	6.8056
5734.7	15451.73	6.8056
5734.7	15434.89	6.8056
5734.7	15444.60	6.8057
5734.7	15444.38	6.8057
5734.7	15447.54	6.8057
5734.7	15447.36	6.8057
5734.7	15434.82	6.8057
5734.7	15454.72	6.8057
5735.0	15454.08	6.8058
5735.0	15440.98	6.8058
5735.0	15446.33	6.8058
5735.0	15451.98	6.8058
5735.0	15453.79	6.8057
5735.0	15444.86	6.8057
5735.0	15454.02	6.8057
5735.0	15457.35	6.8057
5735.0	15434.81	6.8056
5735.0	15443.77	6.8056
5735.0	15452.62	6.8056
5735.0	15446.06	6.8055
5735.2	15453.52	6.8055
5735.2	15450.66	6.8055
5735.2	15461.86	6.8054
5735.2	15440.67	6.8054
5735.2	15451.46	6.8054
5735.2	15445.66	6.8053
5735.2	15437.64	6.8053
5735.2	15454.17	6.8053
5735.2	15442.08	6.8052
5735.2	15441.77	6.8052
5735.2	15440.41	6.8052
5735.2	15454.15	6.8052
5735.5	15436.90	6.8051
5735.5	15436.38	6.8051
5735.5	15435.58	6.8050
5735.5	15456.54	6.8050
5735.5	15442.10	6.8049
5735.5	15438.49	6.8049
5735.5	15432.49	6.8048
5735.5	15434.55	6.8047
5735.5	15427.94	6.8047
5735.5	15436.80	6.8046
5735.5	15440.31	6.8046
5735.5	15425.79	6.8045
5735.8	15418.63	6.8044
5735.8	15425.74	6.8044
5735.8	15432.05	6.8043
5735.8	15434.51	6.8043
5735.8	15429.86	6.8042
5735.8	15437.67	6.8042
5735.8	15432.02	6.8041
5735.8	15415.54	6.8040
5735.8	15424.65	6.8040
5735.8	15430.04	6.8039
5735.8	15436.44	6.8039
5735.8	15426.37	6.8038
5736.0	15413.67	6.8037
5736.0	15417.74	6.8037
5736.0	15419.07	6.8036
5736.0	15423.71	6.8036
5736.0	15409.91	6.8036
5736.0	15407.39	6.8035
5736.0	15423.02	6.8035
5736.0	15417.47	6.8035
5736.0	15427.73	6.8035
5736.0	15415.99	6.8035
5736.0	15407.59	6.8035
5736.0	15421.32	6.8035
5736.2	15410.68	6.8034
5736.2	15394.50	6.8034
5736.2	15417.58	6.8034
5736.2	15408.61	6.8034
5736.2	15398.89	6.8034
5736.2	15421.52	6.8034
5736.2	15430.37	6.8033
5736.2	15391.98	6.8033
5736.2	15405.67	6.8033
5736.2	15415.79	6.8033
5736.2	15409.30	6.8033
5736.2	15412.87	6.8032
5736.2	15436.75	6.8032
5736.5	15427.37	6.8032
5736.5	15402.69	6.8032
5736.5	15413.45	6.8031
5736.5	15396.92	6.8030
5736.5	15403.53	6.8028
5736.5	15399.28	6.8027
5736.5	15424.09	6.8026
5736.5	15407.55	6.8025
5736.5	15403.23	6.8024
5736.5	15403.95	6.8023
5736.5	15405.93	6.8022
5736.5	15407.19	6.8021
5736.7	15393.58	6.8020
5736.7	15402.67	6.8019
5736.7	15394.39	6.8017
5736.7	15413.89	6.8016
5736.7	15406.19	6.8015
5736.7	15405.53	6.8014
5736.7	15414.97	6.8013
5736.7	15411.20	6.8012
5736.7	15415.04	6.8011
5736.7	15414.60	6.8010
5736.7	15409.59	6.8007
5737.0	15392.86	6.8006
5737.0	15397.80	6.8005
5737.0	15403.75	6.8006
5737.0	15400.72	6.8007
5737.0	15403.62	6.8009
5737.0	15400.32	6.8010
5737.0	15407.95	6.8011
5737.0	15404.36	6.8012
5737.0	15410.45	6.8013
5737.0	15407.99	6.8014
5737.0	15401.82	6.8015
5737.0	15410.65	6.8017
5737.3	15401.85	6.8018
5737.3	15406.99	6.8019
5737.3	15408.22	6.8020
5737.3	15415.81	6.8021
5737.3	15392.86	6.8022
5737.3	15407.95	6.8023
5737.3	15410.31	6.8024
5737.3	15414.01	6.8026
5737.3	15395.23	6.8027
5737.3	15407.99	6.8028
5737.3	15416.90	6.8029
5737.3	15411.18	6.8030
5737.3	15414.40	6.8031
5737.5	15415.65	6.8032
5737.5	15424.04	6.8032
5737.5	15420.35	6.8032
5737.5	15419.98	6.8031
5737.5	15416.50	6.8031
5737.5	15419.46	6.8030
5737.5	15411.23	6.8030
5737.5	15408.07	6.8029
5737.5	15407.90	6.8029
5737.5	15430.55	6.8029
5737.5	15414.95	6.8028
5737.5	15403.15	6.8028
5737.8	15418.86	6.8027
5737.8	15413.41	6.8027
5737.8	15409.07	6.8026
5737.8	15405.01	6.8026
5737.8	15401.47	6.8025
5737.8	15408.55	6.8025
5737.8	15409.00	6.8025
5737.8	15408.75	6.8024
5737.8	15418.49	6.8024
5737.8	15408.32	6.8023
5737.8	15412.11	6.8023
5737.8	15406.15	6.8022
5738.0	15415.79	6.8022
5738.0	15409.63	6.8022
5738.0	15415.80	6.8022
5738.0	15416.22	6.8022
5738.0	15408.42	6.8022
5738.0	15408.04	6.8022
5738.0	15418.52	6.8023
5738.0	15409.62	6.8023
5738.0	15421.29	6.8023
5738.0	15417.85	6.8023
5738.0	15429.66	6.8023
5738.3	15413.71	6.8023
5738.3	15412.66	6.8023
5738.3	15418.88	6.8023
5738.3	15407.26	6.8023
5738.3	15405.20	6.8023
5738.3	15414.95	6.8023
5738.3	15416.81	6.8023
5738.3	15407.56	6.8023
5738.3	15427.35	6.8024
5738.3	15412.58	6.8024
5738.3	15418.67	6.8024
5738.3	15419.66	6.8024
5738.3	15413.26	6.8024
5738.5	15425.98	6.8024
5738.5	15430.72	6.8023
5738.5	15424.41	6.8023
5738.5	15421.37	6.8022
5738.5	15424.15	6.8022
5738.5	15416.67	6.8022
5738.5	15415.69	6.8021
5738.5	15443.46	6.8021
5738.5	15424.37	6.8021
5738.5	15424.98	6.8020
5738.5	15406.72	6.8020
5738.8	15407.28	6.8020
5738.8	15421.23	6.8020
5738.8	15423.63	6.8019
5738.8	15409.05	6.8019
5738.8	15409.73	6.8018
5738.8	15397.24	6.8018
5738.8	15411.39	6.8018
5738.8	15395.55	6.8017
5738.8	15391.77	6.8017
5738.8	15396.47	6.8017
5738.8	15389.26	6.8016
5739.0	15400.86	6.8013
5739.0	15406.72	6.8010
5739.0	15390.96	6.8007
5739.7	15390.96	8.8734
5739.7	15369.98	8.8739
5740.0	15390.70	8.8733
5740.0	15369.68	8.8737
5740.0	15371.93	8.8736
5740.0	15374.24	8.8734
5740.0	15355.12	8.8738
5740.0	15378.50	8.8731
5740.0	15380.00	8.8730
5740.0	15363.58	8.8733
5740.0	15361.37	8.8733
5740.0	15361.12	8.8732
5740.0	15374.60	8.8728
5740.0	15363.69	8.8729
5740.2	15372.16	8.8726
5740.2	15384.53	8.8722
5740.2	15346.99	8.8731
5740.2	15363.48	8.8726
5740.2	15369.92	8.8723
5740.2	15364.88	8.8724
5740.2	15376.83	8.8720
5740.2	15369.71	8.8721
5740.2	15366.47	8.8721
5740.2	15349.94	8.8724
5740.2	15349.22	8.8723
5740.2	15376.93	8.8716
5740.5	15351.26	8.8723
5740.5	15330.32	8.8729
5740.5	15348.54	8.8725
5740.5	15340.94	8.8727
5740.5	15348.63	8.8726
5740.5	15358.17	8.8724
5740.5	15349.04	8.8727
5740.5	15361.68	8.8724
5740.5	15325.78	8.8733
5740.5	15348.76	8.8728
5740.5	15345.62	8.8729
5740.5	15365.74	8.8724
5740.5	15329.66	8.8734
5740.8	15346.86	8.8730
5740.8	15323.53	8.8737
5740.8	15350.88	8.8730
5740.8	15357.88	8.8729
5740.8	15332.01	8.8736
5740.8	15338.06	8.8735
5740.8	15355.29	8.8731
5740.8	15341.88	8.8734
5740.8	15340.58	8.8735
5740.8	15343.75	8.8735
5740.8	15346.04	8.8734
5740.8	15345.66	8.8733
5741.0	15331.67	8.8737
5741.0	15331.66	8.8736
5741.0	15331.92	8.8736
5741.0	15318.65	8.8739
5741.0	15325.02	8.8737
5741.0	15353.03	8.8729
5741.0	15351.43	8.8729
5741.0	15308.01	8.8740
5741.0	15331.12	8.8733
5741.0	15323.44	8.8735
5741.0	15334.94	8.8732
5741.0	15319.41	8.8735
5741.2	15331.41	8.8732
5741.2	15340.61	8.8729
5741.2	15321.48	8.8733
5741.2	15326.85	8.8731
5741.2	15302.91	8.8736
5741.2	15328.28	8.8729
5741.2	15331.27	8.8728
5741.2	15314.61	8.8732
5741.2	15323.28	8.8730
5741.2	15340.35	8.8726
5741.5	15328.55	8.8729
5741.5	15342.32	8.8726
5741.5	15317.09	8.8733
5741.5	15320.26	8.8733
5741.5	15330.79	8.8730
5741.5	15317.77	8.8734
5741.5	15331.67	8.8731
5741.5	15327.95	8.8732
5741.5	15331.70	8.8731
5741.5	15321.70	8.8734
5741.5	15322.70	8.8734
5741.5	15330.06	8.8733
5741.5	15344.92	8.8729
5741.7	15323.81	8.8735
5741.7	15328.33	8.8734
5741.7	15328.85	8.8734
5741.7	15334.40	8.8733
5741.7	15334.94	8.8733
5741.7	15346.18	8.8731
5741.7	15336.38	8.8733
5741.7	15317.44	8.8739
5741.7	15332.02	8.8735
5741.7	15314.04	8.8740
5741.7	15318.69	8.8739
5741.7	15323.97	8.8738
5742.0	15335.47	8.8735
5742.0	15305.72	8.8743
5742.0	15323.40	8.8738
5742.0	15337.34	8.8735
5742.0	15328.57	8.8737
5742.0	15326.79	8.8738
5742.0	15310.44	8.8742
5742.0	15334.29	8.8736
5742.0	15328.64	8.8738
5742.0	15344.14	8.8734
5742.3	15331.76	8.8738
5742.3	15348.82	8.8733
5742.3	15317.92	8.8742
5742.3	15321.47	8.8741
5742.3	15333.57	8.8738
5742.3	15338.95	8.8737
5742.3	15329.85	8.8739
5742.3	15340.02	8.8737
5742.3	15330.41	8.8739
5742.3	15341.22	8.8736
5742.3	15321.83	8.8741
5742.5	15343.51	8.8735
5742.5	15339.72	8.8735
5742.5	15328.69	8.8738
5742.5	15334.57	8.8736
5742.5	15321.13	8.8739
5742.5	15328.61	8.8737
5742.5	15337.67	8.8734
5742.5	15329.63	8.8736
5742.5	15332.50	8.8735
5742.5	15313.46	8.8740
5742.5	15322.77	8.8737
5742.5	15323.42	8.8736
5742.5	15333.35	8.8733
5742.7	15298.52	8.8742
5742.7	15316.46	8.8737
5742.7	15328.39	8.8734
5742.7	15339.49	8.8731
5742.7	15333.26	8.8732
5742.7	15336.09	8.8731
5742.7	15321.45	8.8734
5742.7	15316.35	8.8735
5742.7	15335.85	8.8730
5742.7	15326.47	8.8733
5742.7	15337.80	8.8730
5742.7	15316.21	8.8736
5743.0	15307.49	8.8739
5743.0	15325.61	8.8734
5743.0	15319.02	8.8736
5743.0	15330.62	8.8733
5743.0	15332.42	8.8733
5743.0	15320.34	8.8737
5743.0	15343.26	8.8731
5743.0	15331.54	8.8734
5743.0	15344.03	8.8731
5743.0	15323.83	8.8737
5743.3	15334.86	8.8734
5743.3	15311.58	8.8740
5743.3	15323.89	8.8737
5743.3	15328.65	8.8736
5743.3	15336.07	8.8735
5743.3	15331.42	8.8736
5743.3	15326.56	8.8738
5743.3	15314.94	8.8741
5743.3	15335.34	8.8736
5743.3	15346.14	8.8733
5743.3	15333.93	8.8736
