MJD-2450000	SCFL	SCER
5611.5	15666.46	9.0097
5611.5	15671.03	9.0093
5611.5	15669.64	9.0093
5611.5	15671.57	9.0091
5611.5	15671.52	9.0090
5611.5	15672.56	9.0088
5611.5	15664.44	9.0092
5611.7	15679.32	9.0082
5611.7	15657.87	9.0094
5611.7	15674.62	9.0083
5611.7	15684.99	9.0076
5611.7	15662.83	9.0088
5611.7	15638.48	9.0103
5611.7	15676.44	9.0078
5611.7	15677.53	9.0076
5611.7	15673.86	9.0078
5611.7	15667.83	9.0080
5611.7	15682.17	9.0070
5611.7	15676.73	9.0072
5612.0	15671.14	9.0075
5612.0	15663.96	9.0078
5612.0	15664.90	9.0076
5612.0	15672.89	9.0070
5612.0	15656.88	9.0079
5612.0	15656.06	9.0078
5612.0	15657.22	9.0077
5612.0	15658.65	9.0074
5612.0	15658.70	9.0073
5612.0	15663.43	9.0069
5612.0	15674.05	9.0062
5612.0	15657.70	9.0071
5612.3	15647.30	9.0076
5612.3	15658.46	9.0068
5612.3	15642.62	9.0076
5612.3	15652.71	9.0069
5612.3	15661.73	9.0062
5612.3	15655.04	9.0065
5612.3	15651.04	9.0067
5612.3	15664.99	9.0057
5612.3	15654.91	9.0062
5612.3	15653.66	9.0063
5612.3	15659.18	9.0059
5612.3	15649.02	9.0064
5612.5	15658.43	9.0058
5612.5	15644.72	9.0065
5612.5	15634.16	9.0071
5612.5	15657.66	9.0056
5612.5	15645.80	9.0063
5612.5	15657.75	9.0055
5612.5	15664.13	9.0050
5612.5	15658.55	9.0053
5612.5	15652.46	9.0056
5612.5	15637.39	9.0065
5612.5	15661.18	9.0049
5612.5	15647.13	9.0057
5612.5	15648.49	9.0056
5612.8	15656.48	9.0050
5612.8	15646.05	9.0056
5612.8	15653.61	9.0051
5612.8	15662.70	9.0044
5612.8	15651.73	9.0050
5612.8	15662.60	9.0043
5612.8	15670.36	9.0037
5612.8	15651.75	9.0047
5612.8	15632.04	9.0058
5612.8	15647.89	9.0047
5612.8	15650.68	9.0045
5613.0	15647.32	9.0046
5613.0	15649.76	9.0043
5613.0	15650.41	9.0042
5613.0	15661.11	9.0034
5613.0	15643.17	9.0044
5613.0	15653.91	9.0037
5613.0	15652.24	9.0037
5613.0	15657.26	9.0024
5613.0	15644.35	9.0032
5613.0	15644.55	9.0032
5613.0	15647.69	9.0029
5613.0	15634.65	9.0037
5613.3	15680.03	9.0009
5613.3	15655.07	9.0024
5613.3	15667.47	9.0016
5613.3	15645.44	9.0029
5613.3	15633.61	9.0036
5613.3	15627.74	9.0040
5613.3	15641.77	9.0030
5613.3	15635.17	9.0034
5613.3	15636.07	9.0033
5613.3	15644.16	9.0028
5613.3	15634.29	9.0034
5613.5	15647.33	9.0026
5613.5	15643.62	9.0028
5613.5	15665.08	9.0014
5613.5	15637.87	9.0030
5613.5	15658.06	9.0018
5613.5	15650.37	9.0022
5613.5	15647.99	9.0023
5613.5	15635.13	9.0031
5613.5	15639.89	9.0028
5613.5	15647.65	9.0024
5613.5	15655.60	9.0019
5613.5	15646.47	9.0025
5613.5	15649.80	9.0023
5613.8	15647.57	9.0024
5613.8	15642.57	9.0027
5613.8	15648.48	9.0024
5613.8	15639.22	9.0030
5613.8	15634.24	9.0033
5613.8	15635.13	9.0032
5613.8	15641.12	9.0029
5613.8	15642.38	9.0028
5613.8	15637.05	9.0032
5613.8	15636.51	9.0032
5613.8	15651.45	9.0023
5614.0	15625.37	9.0040
5614.0	15626.74	9.0039
5614.0	15632.24	9.0036
5614.0	15617.21	9.0045
5614.0	15631.13	9.0036
5614.0	15643.63	9.0029
5614.0	15657.41	9.0020
5614.0	15652.66	9.0023
5614.0	15638.61	9.0031
5614.0	15649.95	9.0024
5614.3	15644.03	9.0027
5614.3	15650.51	9.0023
5614.3	15668.35	9.0011
5614.3	15654.87	9.0019
5614.3	15653.50	9.0020
5614.3	15646.85	9.0024
5614.3	15648.44	9.0022
5614.3	15656.46	9.0017
5614.3	15655.04	9.0018
5614.3	15656.05	9.0017
5614.3	15661.37	9.0013
5614.3	15669.19	9.0008
5614.5	15662.90	9.0012
5614.5	15677.70	9.0002
5614.5	15686.03	8.9997
5614.5	15668.68	9.0007
5614.5	15663.61	9.0010
5614.5	15676.04	9.0002
5614.5	15651.34	9.0017
5614.5	15672.12	9.0004
5614.5	15676.28	9.0002
5614.5	15659.14	9.0013
5614.5	15669.65	9.0006
5614.5	15670.90	9.0006
5614.5	15662.81	9.0011
5614.7	15677.41	9.0002
5614.7	15677.36	9.0002
5614.7	15651.68	9.0018
5614.7	15674.36	9.0004
5614.7	15671.80	9.0006
5614.7	15677.69	9.0002
5614.7	15663.38	9.0011
5614.7	15677.75	9.0003
5614.7	15666.91	9.0009
5614.7	15663.48	9.0012
5614.7	15670.97	9.0007
5614.7	15661.60	9.0013
5615.0	15664.71	9.0011
5615.0	15653.46	9.0018
5615.0	15659.96	9.0014
5615.0	15646.07	9.0023
5615.0	15680.31	9.0002
5615.0	15661.22	9.0014
5615.0	15654.04	9.0018
5615.0	15670.03	9.0008
5615.0	15673.30	9.0006
5615.0	15671.47	9.0007
5615.0	15654.50	9.0017
5615.0	15685.05	8.9998
5615.2	15656.80	9.0015
5615.2	15660.04	9.0013
5615.2	15665.61	9.0009
5615.2	15657.38	9.0014
5615.2	15647.12	9.0020
5615.2	15656.54	9.0014
5615.2	15665.89	9.0008
5615.2	15659.74	9.0011
5615.2	15649.78	9.0017
5615.5	15658.96	9.0011
5615.5	15666.60	9.0006
5615.5	15665.90	9.0006
5615.5	15669.99	9.0003
5615.5	15663.59	9.0007
5615.5	15617.59	9.0035
5615.5	15663.58	9.0006
5615.5	15660.05	9.0007
5615.5	15657.62	9.0008
5615.5	15667.47	9.0001
5615.5	15650.39	9.0011
5615.5	15648.96	9.0011
5615.8	15632.53	9.0020
5615.8	15647.54	9.0010
5615.8	15653.97	9.0005
5615.8	15642.34	9.0012
5615.8	15660.81	9.0000
5615.8	15645.84	9.0008
5615.8	15657.79	8.9999
5615.8	15656.45	8.9999
5615.8	15641.16	9.0008
5615.8	15648.16	9.0003
5615.8	15635.68	9.0010
5616.0	15644.07	9.0004
5616.0	15647.92	9.0001
5616.0	15643.64	9.0002
5616.0	15650.04	8.9998
5616.0	15649.06	8.9998
5616.0	15653.96	8.9995
5616.0	15635.51	9.0006
5616.0	15633.52	9.0007
5616.0	15646.56	8.9999
5616.0	15656.92	8.9993
5616.2	15642.89	9.0002
5616.2	15657.20	8.9993
5616.2	15660.46	8.9991
5616.2	15637.05	9.0006
5616.2	15661.31	8.9991
5616.2	15638.20	9.0005
5616.2	15646.79	9.0000
5616.2	15632.11	9.0009
5616.2	15641.66	9.0003
5616.2	15638.84	9.0005
5616.2	15645.84	9.0001
5616.2	15636.91	9.0006
5616.5	15641.43	9.0004
5616.5	15629.75	9.0011
5616.5	15631.36	9.0010
5616.5	15637.18	9.0006
5616.5	15642.04	9.0004
5616.5	15645.98	9.0001
5616.5	15659.22	8.9993
5616.5	15633.80	9.0009
5616.5	15634.97	9.0009
5616.5	15639.55	9.0006
5616.7	15645.36	9.0002
5616.7	15634.62	9.0009
5616.7	15633.34	9.0010
5616.7	15646.72	9.0002
5616.7	15652.48	8.9999
5616.7	15642.40	9.0005
5616.7	15629.06	9.0014
5616.7	15635.57	9.0010
5616.7	15637.90	9.0008
5616.7	15620.63	9.0019
5617.0	15631.27	9.0013
5617.0	15654.19	8.9999
5617.0	15671.99	8.9988
5617.0	15647.84	9.0003
5617.0	15646.14	9.0004
5617.0	15650.41	9.0002
5617.0	15636.13	9.0011
5617.0	15646.44	9.0005
5617.0	15653.58	9.0001
5617.0	15653.50	9.0001
5617.0	15622.31	9.0021
5617.3	15641.17	9.0009
5617.3	15636.22	9.0013
5617.3	15661.65	8.9997
5617.3	15646.81	9.0007
5617.3	15644.68	9.0008
5617.3	15668.80	8.9994
5617.3	15651.32	9.0005
5617.3	15641.49	9.0011
5617.3	15653.25	9.0004
5617.3	15652.63	9.0004
5617.3	15651.68	9.0005
5617.3	15665.74	8.9997
5617.5	15648.92	9.0008
5617.5	15669.90	8.9995
5617.5	15647.00	9.0009
5617.5	15668.70	8.9996
5617.5	15669.83	8.9996
5617.5	15671.31	8.9996
5617.5	15686.11	8.9987
5617.5	15661.38	9.0003
5617.5	15659.63	9.0005
5617.5	15673.24	8.9997
5617.5	15663.58	9.0003
5617.5	15686.67	8.9990
5617.7	15659.78	9.0007
5617.7	15693.15	8.9987
5617.7	15692.20	8.9988
5617.7	15667.66	9.0004
5617.7	15690.69	8.9990
5617.7	15688.28	8.9992
5617.7	15678.22	8.9999
5617.7	15698.65	8.9987
5617.7	15702.00	8.9985
5617.7	15702.39	8.9986
5617.7	15683.88	8.9998
5617.7	15684.33	8.9998
5617.7	15706.08	8.9985
5618.0	15684.14	8.9999
5618.0	15678.73	9.0003
5618.0	15710.64	8.9984
5618.0	15704.99	8.9988
5618.0	15684.06	9.0001
5618.0	15715.05	8.9982
5618.0	15684.59	9.0001
5618.0	15724.03	8.9977
5618.0	15721.33	8.9979
5618.0	15706.26	8.9988
5618.0	15699.83	8.9993
5618.0	15718.34	8.9981
5618.3	15704.26	8.9990
5618.3	15704.50	8.9990
5618.3	15699.64	8.9994
5618.3	15722.59	8.9980
5618.3	15719.46	8.9982
5618.3	15712.39	8.9987
5618.3	15719.70	8.9982
5618.3	15708.82	8.9989
5618.3	15730.28	8.9977
5618.3	15715.82	8.9986
5618.3	15714.79	8.9986
5618.5	15719.14	8.9984
5618.5	15717.82	8.9985
5618.5	15735.13	8.9975
5618.5	15714.33	8.9986
5618.5	15757.20	8.9959
5618.5	15706.52	8.9989
5618.5	15721.06	8.9979
5618.5	15722.47	8.9977
5618.5	15741.41	8.9965
5618.5	15732.85	8.9969
5618.5	15730.77	8.9969
5618.5	15704.04	8.9985
5618.8	15728.65	8.9969
5618.8	15750.55	8.9954
5618.8	15716.01	8.9974
5618.8	15725.10	8.9968
5618.8	15714.68	8.9973
5618.8	15729.40	8.9963
5618.8	15735.37	8.9958
5618.8	15710.67	8.9972
5618.8	15716.53	8.9968
5618.8	15719.50	8.9965
5618.8	15728.25	8.9959
5618.8	15730.01	8.9957
5618.8	15727.42	8.9957
5619.0	15722.30	8.9959
5619.0	15726.47	8.9956
5619.0	15723.46	8.9958
5619.0	15726.43	8.9956
5619.0	15716.35	8.9962
5619.0	15714.37	8.9963
5619.0	15717.75	8.9961
5619.0	15713.79	8.9963
5619.0	15714.68	8.9963
5619.0	15718.91	8.9960
5619.0	15709.32	8.9966
5619.2	15690.44	8.9977
5619.2	15691.97	8.9976
5619.2	15709.67	8.9965
5619.2	15704.50	8.9969
5619.2	15689.76	8.9978
5619.2	15706.18	8.9967
5619.2	15719.21	8.9959
5619.2	15710.41	8.9965
5619.2	15703.84	8.9969
5619.2	15686.56	8.9979
5619.2	15701.66	8.9970
5619.2	15694.76	8.9974
5619.5	15706.24	8.9967
5619.5	15714.82	8.9962
5619.5	15708.57	8.9967
5619.5	15691.96	8.9977
5619.5	15696.05	8.9975
5619.5	15703.94	8.9971
5619.5	15706.21	8.9970
5619.5	15683.29	8.9985
5619.5	15717.57	8.9964
5619.5	15676.62	8.9990
5619.5	15691.75	8.9981
5619.8	15707.65	8.9972
5619.8	15683.96	8.9987
5619.8	15699.45	8.9978
5619.8	15677.88	8.9991
5619.8	15689.70	8.9984
5619.8	15693.22	8.9983
5619.8	15705.26	8.9976
5619.8	15705.48	8.9976
5619.8	15683.54	8.9991
5619.8	15687.90	8.9988
5619.8	15703.41	8.9979
5620.0	15689.83	8.9988
5620.0	15697.40	8.9984
5620.0	15684.60	8.9991
5620.0	15695.93	8.9984
5620.0	15690.53	8.9987
5620.0	15669.28	8.9999
5620.0	15683.74	8.9990
5620.0	15684.60	8.9989
5620.0	15689.82	8.9985
5620.0	15702.33	8.9977
5620.0	15680.63	8.9990
5620.0	15693.47	8.9981
5620.0	15660.97	9.0001
5620.3	15690.01	8.9982
5620.3	15680.99	8.9987
5620.3	15677.63	8.9989
5620.3	15677.16	8.9989
5620.3	15701.95	8.9973
5620.3	15678.98	8.9987
5620.3	15675.26	8.9988
5620.3	15680.80	8.9984
5620.3	15665.23	8.9993
5620.3	15681.68	8.9982
5620.3	15664.27	8.9992
5620.5	15692.59	8.9974
5620.5	15669.97	8.9987
5620.5	15673.92	8.9983
5620.5	15674.61	8.9981
5620.5	15674.05	8.9980
5620.5	15686.79	8.9971
5620.5	15653.02	8.9991
5620.5	15668.81	8.9979
5620.5	15659.76	8.9984
5620.5	15673.84	8.9974
5620.5	15680.33	8.9968
5620.5	15683.92	8.9965
5620.8	15666.68	8.9974
5620.8	15675.28	8.9967
5620.8	15668.52	8.9970
5620.8	15649.44	8.9980
5620.8	15669.71	8.9967
5620.8	15666.28	8.9967
5620.8	15675.25	8.9960
5620.8	15670.46	8.9962
5620.8	15650.64	8.9973
5620.8	15668.81	8.9960
5620.8	15665.12	8.9961
5620.8	15684.60	8.9948
5621.0	15664.72	8.9959
5621.0	15670.42	8.9954
5621.0	15667.28	8.9955
5621.0	15674.28	8.9949
5621.0	15667.01	8.9953
5621.0	15683.52	8.9942
5621.0	15668.58	8.9950
5621.0	15655.19	8.9957
5621.0	15657.53	8.9954
5621.0	15668.84	8.9946
5621.0	15672.43	8.9943
5621.0	15681.58	8.9936
5621.0	15664.62	8.9946
5621.2	15674.39	8.9938
5621.2	15687.67	8.9929
5621.2	15664.98	8.9942
5621.2	15678.57	8.9933
5621.2	15683.33	8.9929
5621.2	15688.28	8.9924
5621.2	15676.66	8.9930
5621.2	15670.40	8.9933
5621.2	15665.67	8.9935
5621.2	15679.10	8.9926
5621.2	15662.36	8.9935
5621.2	15666.77	8.9931
5621.5	15666.39	8.9932
5621.5	15650.04	8.9942
5621.5	15668.68	8.9931
5621.5	15670.30	8.9931
5621.5	15662.95	8.9936
5621.5	15653.87	8.9942
5621.5	15678.86	8.9927
5621.5	15630.52	8.9958
5621.5	15683.39	8.9926
5621.5	15657.83	8.9942
5621.5	15662.93	8.9940
5621.7	15664.49	8.9939
5621.7	15670.47	8.9936
5621.7	15670.80	8.9937
5621.7	15669.78	8.9938
5621.7	15664.12	8.9942
5621.7	15668.42	8.9940
5621.7	15666.97	8.9942
5621.7	15653.74	8.9950
5621.7	15655.54	8.9950
5621.7	15681.75	8.9934
5622.0	15641.30	8.9957
5622.0	15653.12	8.9948
5622.0	15646.47	8.9950
5622.0	15655.03	8.9943
5622.0	15652.25	8.9943
5622.0	15657.42	8.9938
5622.0	15671.69	8.9927
5622.0	15662.98	8.9931
5622.0	15650.49	8.9936
5622.0	15663.76	8.9926
5622.0	15675.03	8.9918
5622.0	15657.84	8.9926
5622.0	15677.44	8.9912
5622.3	15676.32	8.9911
5622.3	15667.05	8.9915
5622.3	15672.16	8.9910
5622.3	15660.67	8.9915
5622.3	15650.14	8.9920
5622.3	15667.80	8.9907
5622.3	15662.38	8.9909
5622.3	15639.22	8.9921
5622.3	15647.98	8.9914
5622.3	15641.69	8.9914
5622.3	15670.86	8.9896
5622.5	15665.43	8.9900
5622.5	15648.28	8.9911
5622.5	15661.85	8.9903
5622.5	15644.43	8.9914
5622.5	15666.80	8.9901
5622.5	15664.76	8.9903
5622.5	15652.63	8.9911
5622.5	15647.86	8.9914
5622.5	15670.11	8.9901
5622.5	15644.81	8.9917
5622.5	15656.25	8.9910
5622.5	15677.23	8.9898
5622.7	15644.11	8.9918
5622.7	15639.33	8.9922
5622.7	15632.88	8.9926
5622.7	15646.86	8.9918
5622.7	15644.25	8.9920
5622.7	15657.23	8.9912
5622.7	15633.71	8.9927
5622.7	15649.13	8.9919
5622.7	15654.74	8.9916
5622.7	15632.34	8.9930
5622.7	15653.52	8.9916
5623.0	15648.87	8.9919
5623.0	15640.85	8.9923
5623.0	15654.96	8.9914
5623.0	15629.51	8.9929
5623.0	15645.95	8.9919
5623.0	15653.96	8.9913
5623.0	15653.92	8.9913
5623.0	15649.97	8.9915
5623.0	15643.47	8.9919
5623.0	15654.71	8.9911
5623.0	15632.51	8.9924
5623.0	15636.80	8.9921
5623.0	15655.04	8.9910
5623.3	15648.94	8.9913
5623.3	15649.60	8.9912
5623.3	15648.06	8.9912
5623.3	15641.08	8.9916
5623.3	15639.86	8.9917
5623.3	15657.83	8.9905
5623.3	15632.73	8.9920
5623.3	15640.34	8.9915
5623.3	15645.99	8.9911
5623.3	15638.91	8.9915
5623.3	15633.29	8.9919
5623.3	15642.87	8.9913
5623.5	15634.56	8.9918
5623.5	15663.18	8.9901
5623.5	15661.70	8.9902
5623.5	15645.25	8.9912
5623.5	15639.68	8.9916
5623.5	15657.91	8.9905
5623.5	15641.42	8.9915
5623.5	15658.59	8.9905
5623.5	15644.64	8.9913
5623.5	15640.46	8.9916
5623.5	15646.97	8.9912
5623.7	15647.43	8.9912
5623.7	15639.31	8.9917
5623.7	15650.18	8.9911
5623.7	15658.99	8.9906
5623.7	15659.61	8.9905
5623.7	15639.76	8.9918
5623.7	15647.73	8.9913
5623.7	15650.97	8.9911
5623.7	15679.17	8.9894
5623.7	15666.37	8.9902
5623.7	15652.87	8.9912
5623.7	15642.52	8.9919
5624.0	15645.90	8.9919
5624.0	15650.06	8.9917
5624.0	15653.85	8.9916
5624.0	15654.53	8.9917
5624.0	15661.48	8.9914
5624.0	15648.55	8.9923
5624.0	15668.38	8.9912
5624.0	15665.41	8.9916
5624.0	15656.88	8.9922
5624.0	15671.33	8.9914
5624.0	15665.63	8.9919
5624.0	15670.46	8.9918
5624.2	15686.04	8.9909
5624.2	15685.29	8.9911
5624.2	15672.95	8.9920
5624.2	15673.62	8.9921
5624.2	15673.62	8.9922
5624.2	15670.93	8.9925
5624.2	15696.91	8.9910
5624.2	15685.68	8.9918
5624.2	15682.53	8.9922
5624.2	15694.22	8.9916
5624.2	15680.76	8.9923
5624.2	15706.17	8.9907
5624.2	15708.14	8.9905
5624.5	15689.55	8.9915
5624.5	15709.06	8.9902
5624.5	15691.53	8.9912
5624.5	15700.88	8.9906
5624.5	15713.20	8.9896
5624.5	15698.51	8.9905
5624.5	15731.93	8.9883
5624.5	15715.07	8.9893
5624.5	15725.35	8.9886
5624.5	15713.05	8.9892
5624.5	15715.03	8.9890
5624.8	15719.14	8.9887
5624.8	15721.63	8.9884
5624.8	15712.55	8.9889
5624.8	15708.32	8.9891
5624.8	15726.02	8.9879
5624.8	15721.18	8.9881
5624.8	15713.06	8.9885
5624.8	15716.42	8.9882
5624.8	15732.34	8.9872
5624.8	15729.16	8.9874
5624.8	15728.55	8.9875
5624.8	15731.30	8.9874
5625.0	15741.96	8.9869
5625.0	15716.66	8.9885
5625.0	15717.71	8.9885
5625.0	15739.49	8.9873
5625.0	15731.48	8.9878
5625.0	15747.91	8.9869
5625.0	15751.95	8.9867
5625.0	15744.63	8.9872
5625.0	15744.42	8.9873
5625.2	15743.20	8.9875
5625.2	15736.17	8.9879
5625.2	15769.29	8.9860
5625.2	15752.42	8.9872
5625.2	15748.25	8.9875
5625.2	15749.11	8.9875
5625.2	15754.41	8.9872
5625.2	15753.87	8.9872
5625.2	15774.20	8.9859
5625.2	15763.69	8.9864
5625.2	15755.49	8.9868
5625.5	15743.51	8.9875
5625.5	15768.38	8.9859
5625.5	15756.65	8.9865
5625.5	15754.52	8.9866
5625.5	15747.80	8.9869
5625.5	15784.78	8.9845
5625.5	15759.49	8.9860
5625.5	15753.11	8.9863
5625.5	15754.50	8.9861
5625.5	15750.15	8.9863
5625.5	15759.16	8.9857
5625.5	15786.11	8.9840
5625.8	15749.92	8.9861
5625.8	15759.29	8.9854
5625.8	15757.37	8.9854
5625.8	15758.61	8.9853
5625.8	15747.46	8.9859
5625.8	15749.23	8.9857
5625.8	15770.54	8.9842
5625.8	15766.36	8.9845
5625.8	15769.42	8.9843
5625.8	15760.22	8.9849
5625.8	15772.81	8.9841
5626.0	15760.43	8.9849
5626.0	15747.91	8.9857
5626.0	15766.41	8.9846
5626.0	15755.32	8.9853
5626.0	15730.54	8.9868
5626.0	15777.70	8.9839
5626.0	15739.46	8.9863
5626.0	15764.08	8.9848
5626.0	15739.87	8.9863
5626.0	15740.08	8.9863
5626.0	15765.26	8.9847
5626.0	15733.94	8.9867
5626.3	15740.30	8.9863
5626.3	15756.83	8.9853
5626.3	15750.93	8.9857
5626.3	15749.62	8.9858
5626.3	15760.11	8.9851
5626.3	15750.40	8.9857
5626.3	15752.94	8.9856
5626.3	15748.67	8.9859
5626.3	15732.96	8.9867
5626.3	15746.29	8.9858
5626.3	15736.76	8.9863
5626.3	15769.21	8.9842
5626.3	15740.72	8.9859
5626.5	15737.32	8.9860
5626.5	15732.16	8.9862
5626.5	15742.65	8.9854
5626.5	15739.66	8.9855
5626.5	15726.23	8.9862
5626.5	15769.12	8.9834
5626.5	15746.49	8.9846
5626.5	15723.67	8.9859
5626.5	15744.02	8.9846
5626.5	15740.36	8.9847
5626.7	15721.78	8.9857
5626.7	15740.11	8.9845
5626.7	15718.71	8.9857
5626.7	15721.55	8.9855
5626.7	15724.76	8.9852
5626.7	15736.90	8.9843
5626.7	15716.24	8.9855
5626.7	15724.38	8.9849
5626.7	15723.96	8.9849
5626.7	15722.00	8.9849
5626.7	15721.54	8.9849
5626.7	15726.78	8.9845
5627.0	15724.79	8.9846
5627.0	15715.39	8.9850
5627.0	15723.19	8.9845
5627.0	15726.37	8.9843
5627.0	15715.67	8.9848
5627.0	15720.69	8.9845
5627.0	15750.12	8.9826
5627.0	15731.63	8.9837
5627.0	15738.52	8.9832
5627.0	15738.02	8.9832
5627.0	15726.87	8.9838
5627.2	15739.41	8.9830
5627.2	15739.19	8.9829
5627.2	15723.80	8.9838
5627.2	15713.39	8.9844
5627.2	15723.62	8.9837
5627.2	15724.73	8.9836
5627.2	15701.19	8.9849
5627.2	15709.57	8.9843
5627.2	15704.78	8.9846
5627.2	15715.20	8.9838
5627.2	15736.46	8.9825
5627.2	15718.36	8.9835
5627.5	15730.95	8.9827
5627.5	15726.58	8.9828
5627.5	15728.72	8.9826
5627.5	15714.11	8.9835
5627.5	15717.99	8.9831
5627.5	15722.35	8.9828
5627.5	15724.33	8.9826
5627.5	15710.58	8.9834
5627.5	15722.83	8.9825
5627.5	15734.63	8.9817
5627.5	15725.06	8.9822
5627.5	15725.25	8.9822
5627.5	15727.13	8.9820
5627.7	15706.43	8.9832
5627.7	15726.25	8.9819
5627.7	15715.75	8.9824
5627.7	15716.97	8.9823
5627.7	15709.46	8.9827
5627.7	15711.40	8.9825
5627.7	15718.77	8.9821
5627.7	15713.80	8.9824
5627.7	15706.58	8.9830
5627.7	15712.80	8.9827
5627.7	15698.60	8.9836
5628.0	15712.66	8.9828
5628.0	15713.46	8.9828
5628.0	15733.12	8.9816
5628.0	15707.31	8.9833
5628.0	15708.93	8.9832
5628.0	15711.25	8.9831
5628.0	15713.51	8.9831
5628.0	15717.80	8.9829
5628.0	15733.55	8.9819
5628.0	15709.64	8.9835
5628.0	15716.36	8.9831
5628.0	15730.43	8.9823
5628.3	15729.75	8.9825
5628.3	15730.78	8.9825
5628.3	15746.12	8.9816
5628.3	15706.85	8.9840
5628.3	15742.63	8.9819
5628.3	15734.21	8.9824
5628.3	15717.69	8.9833
5628.3	15701.10	8.9843
5628.3	15719.03	8.9831
5628.3	15719.12	8.9831
5628.3	15711.77	8.9835
5628.5	15739.15	8.9817
5628.5	15732.35	8.9821
5628.5	15716.30	8.9830
5628.5	15726.45	8.9823
5628.5	15713.72	8.9831
5628.5	15746.84	8.9810
5628.5	15746.38	8.9810
5628.5	15717.38	8.9827
5628.5	15734.26	8.9816
5628.5	15738.77	8.9813
5628.5	15735.77	8.9814
5628.5	15742.18	8.9810
5628.5	15746.60	8.9806
5628.8	15747.26	8.9805
5628.8	15724.60	8.9819
5628.8	15722.74	8.9819
5628.8	15743.51	8.9806
5628.8	15744.21	8.9805
5628.8	15750.92	8.9801
5628.8	15755.71	8.9798
5628.8	15725.64	8.9816
5628.8	15752.64	8.9799
5628.8	15736.85	8.9809
5628.8	15744.00	8.9804
5629.0	15753.26	8.9798
5629.0	15743.11	8.9804
5629.0	15743.69	8.9804
5629.0	15738.70	8.9807
5629.0	15746.69	8.9802
5629.0	15750.20	8.9799
5629.0	15749.51	8.9800
5629.0	15746.96	8.9801
5629.0	15742.38	8.9804
5629.0	15745.81	8.9801
5629.0	15777.28	8.9782
5629.0	15720.48	8.9817
5629.2	15787.90	8.9775
5629.2	15736.18	8.9807
5629.2	15771.01	8.9785
5629.2	15749.15	8.9798
5629.2	15728.00	8.9811
5629.2	15756.01	8.9794
5629.2	15749.85	8.9797
5629.2	15741.66	8.9802
5629.2	15736.36	8.9805
5629.2	15756.21	8.9793
5629.2	15743.65	8.9800
5629.2	15749.66	8.9796
5629.5	15759.16	8.9790
5629.5	15762.71	8.9788
5629.5	15775.04	8.9780
5629.5	15761.26	8.9788
5629.5	15746.88	8.9797
5629.5	15776.09	8.9779
5629.5	15741.72	8.9800
5629.5	15757.99	8.9789
5629.5	15767.22	8.9784
5629.5	15774.95	8.9779
5629.5	15746.22	8.9796
5629.5	15766.43	8.9783
5629.5	15756.80	8.9789
5629.7	15769.13	8.9781
5629.7	15772.83	8.9779
5629.7	15770.06	8.9780
5629.7	15770.47	8.9780
5629.7	15767.37	8.9783
5629.7	15768.02	8.9785
5629.7	15762.81	8.9789
5629.7	15773.35	8.9784
5629.7	15774.27	8.9785
5629.7	15772.99	8.9787
5629.7	15770.60	8.9790
5630.0	15765.03	8.9794
5630.0	15767.82	8.9794
5630.0	15784.04	8.9785
5630.0	15760.74	8.9801
5630.0	15777.50	8.9792
5630.0	15782.91	8.9790
5630.0	15797.51	8.9782
5630.0	15775.52	8.9797
5630.0	15776.11	8.9798
5630.0	15766.44	8.9805
5630.0	15785.62	8.9794
5630.0	15781.22	8.9798
5630.2	15787.51	8.9796
5630.2	15789.90	8.9795
5630.2	15806.12	8.9787
5630.2	15803.02	8.9790
5630.2	15789.12	8.9798
5630.2	15780.18	8.9804
5630.2	15805.26	8.9789
5630.2	15804.48	8.9789
5630.2	15799.40	8.9793
5630.2	15792.82	8.9797
5630.2	15800.69	8.9792
5630.2	15794.27	8.9796
5630.5	15800.39	8.9792
5630.5	15799.52	8.9793
5630.5	15799.91	8.9793
5630.5	15829.94	8.9775
5630.5	15822.83	8.9779
5630.5	15805.99	8.9790
5630.5	15801.25	8.9792
5630.5	15841.44	8.9768
5630.5	15824.04	8.9779
5630.5	15809.00	8.9788
5630.5	15828.08	8.9777
5630.5	15814.96	8.9785
5630.8	15826.76	8.9778
5630.8	15828.05	8.9777
5630.8	15823.67	8.9780
5630.8	15831.19	8.9775
5630.8	15814.96	8.9784
5630.8	15814.77	8.9783
5630.8	15825.37	8.9777
5630.8	15822.22	8.9778
5630.8	15820.01	8.9779
5630.8	15833.80	8.9770
5630.8	15840.61	8.9765
5630.8	15842.15	8.9764
5631.0	15804.92	8.9786
5631.0	15828.67	8.9771
5631.0	15819.55	8.9776
5631.0	15829.91	8.9769
5631.0	15839.13	8.9763
5631.0	15816.85	8.9776
5631.0	15823.88	8.9771
5631.0	15847.10	8.9757
5631.0	15833.49	8.9764
5631.0	15837.33	8.9761
5631.0	15827.06	8.9767
5631.0	15832.99	8.9763
5631.2	15821.78	8.9769
5631.2	15826.07	8.9766
5631.2	15827.15	8.9765
5631.2	15848.78	8.9753
5631.2	15828.82	8.9765
5631.2	15801.21	8.9783
5631.2	15813.52	8.9776
5631.2	15847.79	8.9756
5631.2	15827.32	8.9769
5631.2	15836.22	8.9764
5631.2	15847.67	8.9758
5631.2	15840.75	8.9763
5631.5	15852.10	8.9757
5631.5	15834.93	8.9768
5631.5	15838.53	8.9767
